Units,Units_forecasted,date,SSC,Product,Data_type
5167.264946025467,9709.179149023113,2/21/2023,SSC Benelux,ALL_MED,01_Factory_CoGs
4964.303738555484,6927.272143298776,3/14/2023,SSC Benelux,SBU_OPT,01_Factory_CoGs
7354.782491898059,8134.912495,4/9/2023,SSC Germany,BU_REF,01_Factory_CoGs
1872.770577657376,8984.089805152204,4/18/2023,SSC AUSNZ,BU_REF,01_Factory_CoGs
6339.022753595066,8295.596644664547,6/12/2023,SSC Germany,SBU_OPT,01_Factory_CoGs
2369.091998808117,4907.914934352725,6/13/2023,SSC China/HK,SBU_OPT,01_Factory_CoGs
7669.814016153766,3898.6532620605826,6/28/2023,SSC AUSNZ,BU_ODX,01_Factory_CoGs
2729.895782069352,904.9444658913703,8/1/2023,SSC AUSNZ,SBU_MCS,01_Factory_CoGs
5266.127619637026,4485.232189149229,8/13/2023,SSC Germany,SBU_OPT,01_Factory_CoGs
7687.984173,1144.328887684964,8/15/2023,SSC Benelux,BU_ODX,01_Factory_CoGs
4730.094289800772,3680.6378142044546,8/31/2023,SSC China/HK,BU_RAD,01_Factory_CoGs
9557.924157642416,2010.0404228373493,9/28/2023,SSC China/HK,BU_ODX,01_Factory_CoGs
6345.768684255084,3589.0850192047983,10/7/2023,SSC AUSNZ,SBU_OPT,01_Factory_CoGs
8719.336131784596,2182.734251462782,10/15/2023,SSC Benelux,BU_VIZ,01_Factory_CoGs
602.4107072364378,3758.3003507407475,10/22/2023,SSC Benelux,BU_ODX,01_Factory_CoGs
3740.534362579253,3824.383049776255,10/30/2023,SSC Benelux,BU_RAD,01_Factory_CoGs
9378.470931746877,8096.914494917478,12/3/2023,SSC Benelux,BU_REF,01_Factory_CoGs
2961.9719958212745,3686.1547663372776,12/6/2023,SSC Benelux,SBU_MCS,01_Factory_CoGs
3529.2925924001424,4863.481089319079,12/7/2023,SSC AUSNZ,BU_RAD,01_Factory_CoGs
5645.450350378012,192.64309036983113,12/18/2023,SSC Benelux,SBU_MCS,01_Factory_CoGs
2537.1559787158453,9928.962255401517,1/20/2024,SSC China/HK,BU_REF,01_Factory_CoGs
7357.667985475373,2287.232747255757,2/15/2024,SSC Germany,BU_VIZ,01_Factory_CoGs
8922.604365844812,7459.124865730621,2/24/2024,SSC AUSNZ,SBU_MCS,01_Factory_CoGs
2450.7029973564427,3282.447340744656,2/25/2024,SSC AUSNZ,BU_ODX,01_Factory_CoGs
,6156.044487428863,3/13/2024,SSC China/HK,ALL_MED,01_Factory_CoGs
,3805.5758700861848,3/30/2024,SSC Germany,BU_REF,01_Factory_CoGs
,5617.221931719648,4/5/2024,SSC China/HK,BU_VIZ,01_Factory_CoGs
,9390.535103313076,4/19/2024,SSC Germany,SBU_MCS,01_Factory_CoGs
,589.4956133915355,5/18/2024,SSC Benelux,SBU_OPT,01_Factory_CoGs
,3973.251901616447,5/31/2024,SSC AUSNZ,SBU_MCS,01_Factory_CoGs
,1635.8605457407816,6/27/2024,SSC China/HK,BU_REF,01_Factory_CoGs
,5421.045991378373,7/11/2024,SSC Benelux,BU_REF,01_Factory_CoGs
,5460.4295030420635,8/14/2024,SSC Benelux,BU_RAD,01_Factory_CoGs
,8934.578745489687,8/25/2024,SSC AUSNZ,ALL_MED,01_Factory_CoGs
,5019.369930955568,9/6/2024,SSC AUSNZ,SBU_OPT,01_Factory_CoGs
,7250.320157,9/24/2024,SSC Benelux,BU_REF,01_Factory_CoGs
,2727.7855799941667,10/8/2024,SSC Germany,ALL_MED,01_Factory_CoGs
,4371.736299037994,1/6/2025,SSC AUSNZ,BU_RAD,01_Factory_CoGs
,9186.251770312098,1/28/2025,SSC Benelux,BU_ODX,01_Factory_CoGs
,7174.272086078485,2/1/2025,SSC China/HK,BU_REF,01_Factory_CoGs
,5788.763270246338,2/16/2025,SSC Benelux,SBU_MCS,01_Factory_CoGs
,7372.6318174188555,2/20/2025,SSC Benelux,ALL_MED,01_Factory_CoGs
,6327.796027624442,3/7/2025,SSC China/HK,ALL_MED,01_Factory_CoGs
,1004.642469679871,3/11/2025,SSC China/HK,SBU_OPT,01_Factory_CoGs
,1968.899883481074,3/13/2025,SSC Germany,SBU_OPT,01_Factory_CoGs
,5725.402145650085,3/15/2025,SSC China/HK,SBU_MCS,01_Factory_CoGs
,5417.331922743121,4/7/2025,SSC Benelux,BU_VIZ,01_Factory_CoGs
,973.8347249988101,4/23/2025,SSC China/HK,BU_ODX,01_Factory_CoGs
,9834.307523413336,4/24/2025,SSC China/HK,SBU_OPT,01_Factory_CoGs
,5729.168571221053,6/22/2025,SSC Benelux,BU_ODX,01_Factory_CoGs
,3621.9796503562575,7/2/2025,SSC Germany,BU_RAD,01_Factory_CoGs
,3154.6195827502893,7/4/2025,SSC Germany,SBU_OPT,01_Factory_CoGs
,8761.803615337585,7/27/2025,SSC Benelux,BU_RAD,01_Factory_CoGs
,2907.9117949693937,8/19/2025,SSC Germany,SBU_MCS,01_Factory_CoGs
,2650.359964242979,8/24/2025,SSC Benelux,BU_ODX,01_Factory_CoGs
,3134.5001862157465,8/28/2025,SSC Germany,BU_VIZ,01_Factory_CoGs
,1001.4490153858056,8/29/2025,SSC Germany,SBU_OPT,01_Factory_CoGs
,8170.824905234432,9/5/2025,SSC AUSNZ,BU_RAD,01_Factory_CoGs
,2371.850699891769,9/10/2025,SSC AUSNZ,BU_ODX,01_Factory_CoGs
5062.503081084215,2489.804848542674,10/10/2021,SSC China/HK,BU_ODX,02_Gross_Profit_cons_standard_COGS
5149.323228731496,6954.264159349178,10/25/2021,SSC China/HK,BU_REF,02_Gross_Profit_cons_standard_COGS
8951.027217513976,4787.105575478281,10/27/2021,SSC AUSNZ,BU_REF,02_Gross_Profit_cons_standard_COGS
2059.3557252533046,6244.228108698822,11/12/2021,SSC Benelux,BU_ODX,02_Gross_Profit_cons_standard_COGS
345.2089764580154,4904.612357443937,11/30/2021,SSC China/HK,BU_RAD,02_Gross_Profit_cons_standard_COGS
1924.813511356019,8154.820794,12/15/2021,SSC Benelux,BU_REF,02_Gross_Profit_cons_standard_COGS
1028.5577229820776,143.48123688288098,12/30/2021,SSC Benelux,BU_VIZ,02_Gross_Profit_cons_standard_COGS
8212.470934,8829.705454,1/15/2022,SSC Germany,BU_RAD,02_Gross_Profit_cons_standard_COGS
3725.3837506928344,4093.105068164046,1/29/2022,SSC Benelux,BU_REF,02_Gross_Profit_cons_standard_COGS
5765.366404574597,6437.0851246051225,2/24/2022,SSC AUSNZ,ALL_MED,02_Gross_Profit_cons_standard_COGS
468.2806092436116,2709.6081628963193,3/4/2022,SSC AUSNZ,BU_ODX,02_Gross_Profit_cons_standard_COGS
6404.515313428831,2376.9300328654513,3/31/2022,SSC China/HK,ALL_MED,02_Gross_Profit_cons_standard_COGS
1128.286912697807,3394.1965419115436,4/14/2022,SSC China/HK,SBU_OPT,02_Gross_Profit_cons_standard_COGS
1912.6032649353256,3172.462246844109,4/23/2022,SSC Benelux,BU_ODX,02_Gross_Profit_cons_standard_COGS
8286.871007034324,1871.7347124249497,5/12/2022,SSC AUSNZ,BU_ODX,02_Gross_Profit_cons_standard_COGS
2621.2506311760103,3569.838416003775,6/20/2022,SSC China/HK,BU_REF,02_Gross_Profit_cons_standard_COGS
2003.953408523209,2018.413639822665,6/22/2022,SSC Germany,BU_RAD,02_Gross_Profit_cons_standard_COGS
7745.430796779643,1292.4881165530076,7/2/2022,SSC AUSNZ,SBU_OPT,02_Gross_Profit_cons_standard_COGS
7920.067131059061,5692.173297,7/27/2022,SSC China/HK,BU_REF,02_Gross_Profit_cons_standard_COGS
7559.315321,1807.1485814269531,8/7/2022,SSC Germany,SBU_OPT,02_Gross_Profit_cons_standard_COGS
6267.437606695271,7890.720500906758,8/21/2022,SSC AUSNZ,SBU_MCS,02_Gross_Profit_cons_standard_COGS
9517.983951,6832.471608142577,8/23/2022,SSC Benelux,SBU_OPT,02_Gross_Profit_cons_standard_COGS
3106.5492218962527,9170.787691624617,9/5/2022,SSC China/HK,BU_ODX,02_Gross_Profit_cons_standard_COGS
1653.3964522557783,2604.878185717658,9/7/2022,SSC AUSNZ,BU_VIZ,02_Gross_Profit_cons_standard_COGS
7765.009325162348,7758.036521251796,9/15/2022,SSC AUSNZ,SBU_OPT,02_Gross_Profit_cons_standard_COGS
9050.743595657952,6546.915256,9/23/2022,SSC Benelux,BU_ODX,02_Gross_Profit_cons_standard_COGS
1790.343454699471,6345.076677649219,10/8/2022,SSC AUSNZ,BU_RAD,02_Gross_Profit_cons_standard_COGS
5496.632023125655,3298.2587506589016,10/27/2022,SSC Germany,BU_VIZ,02_Gross_Profit_cons_standard_COGS
1397.8971132676393,2634.057946132375,11/5/2022,SSC AUSNZ,ALL_MED,02_Gross_Profit_cons_standard_COGS
9644.363362040183,6186.199416370836,11/8/2022,SSC China/HK,SBU_OPT,02_Gross_Profit_cons_standard_COGS
1492.3325776318159,8394.602020076009,11/12/2022,SSC Germany,SBU_MCS,02_Gross_Profit_cons_standard_COGS
7854.027799635931,2290.663985865473,11/24/2022,SSC AUSNZ,BU_RAD,02_Gross_Profit_cons_standard_COGS
2210.776397675761,6846.919884433608,12/7/2022,SSC China/HK,BU_REF,02_Gross_Profit_cons_standard_COGS
928.625997,6200.495381252652,12/9/2022,SSC Germany,SBU_MCS,02_Gross_Profit_cons_standard_COGS
7128.020718445044,784.2370624610543,12/20/2022,SSC AUSNZ,SBU_OPT,02_Gross_Profit_cons_standard_COGS
3834.0032290920954,5131.375707917673,12/22/2022,SSC Germany,SBU_MCS,02_Gross_Profit_cons_standard_COGS
7357.020235342602,1190.3387814349746,1/1/2023,SSC Benelux,BU_REF,02_Gross_Profit_cons_standard_COGS
3367.3579846424363,9759.520487227139,1/21/2023,SSC AUSNZ,BU_VIZ,02_Gross_Profit_cons_standard_COGS
6585.492435587611,5771.4365302773085,2/12/2023,SSC Benelux,BU_VIZ,02_Gross_Profit_cons_standard_COGS
5294.993388736216,1659.627112161879,3/7/2023,SSC Benelux,BU_VIZ,02_Gross_Profit_cons_standard_COGS
9499.159869677942,8405.452504246268,4/6/2023,SSC China/HK,ALL_MED,02_Gross_Profit_cons_standard_COGS
7213.316485890359,8193.578257274958,4/10/2023,SSC AUSNZ,SBU_OPT,02_Gross_Profit_cons_standard_COGS
9515.437054029626,2114.230671613904,4/24/2023,SSC AUSNZ,ALL_MED,02_Gross_Profit_cons_standard_COGS
3853.158408049044,9593.925911485889,5/25/2023,SSC Germany,BU_REF,02_Gross_Profit_cons_standard_COGS
9191.455154223844,5216.314806433527,6/22/2023,SSC Germany,BU_VIZ,02_Gross_Profit_cons_standard_COGS
962.2409535760108,1966.974679465027,8/8/2023,SSC Germany,BU_REF,02_Gross_Profit_cons_standard_COGS
6170.2643347079365,2569.496873290275,8/11/2023,SSC AUSNZ,BU_REF,02_Gross_Profit_cons_standard_COGS
8467.886674038722,3808.1093930384845,8/17/2023,SSC Benelux,SBU_MCS,02_Gross_Profit_cons_standard_COGS
155.7783652413034,2273.7461037334374,9/13/2023,SSC China/HK,BU_ODX,02_Gross_Profit_cons_standard_COGS
5063.237918392425,6981.912157712811,9/23/2023,SSC China/HK,BU_ODX,02_Gross_Profit_cons_standard_COGS
9871.180341050132,6545.313832967028,10/9/2023,SSC Benelux,BU_VIZ,02_Gross_Profit_cons_standard_COGS
5054.849890736685,3564.008419120572,10/12/2023,SSC Benelux,BU_ODX,02_Gross_Profit_cons_standard_COGS
6994.937255699075,8886.091361457224,10/14/2023,SSC China/HK,SBU_OPT,02_Gross_Profit_cons_standard_COGS
1498.245913577036,6559.93355,10/16/2023,SSC Benelux,SBU_OPT,02_Gross_Profit_cons_standard_COGS
5227.685793059134,8220.804691950929,10/19/2023,SSC Benelux,BU_RAD,02_Gross_Profit_cons_standard_COGS
6829.272694514355,4264.9839360702235,10/29/2023,SSC Benelux,SBU_OPT,02_Gross_Profit_cons_standard_COGS
2455.6484447190364,6872.2566410330155,10/31/2023,SSC China/HK,ALL_MED,02_Gross_Profit_cons_standard_COGS
8738.071971951056,4654.859578394416,11/1/2023,SSC AUSNZ,ALL_MED,02_Gross_Profit_cons_standard_COGS
8622.948152978248,9309.003361570749,11/10/2023,SSC Benelux,BU_RAD,02_Gross_Profit_cons_standard_COGS
1653.6841038930793,6219.298862662934,11/21/2023,SSC Germany,BU_RAD,02_Gross_Profit_cons_standard_COGS
2482.620293,6619.659868641809,1/19/2024,SSC AUSNZ,BU_RAD,02_Gross_Profit_cons_standard_COGS
6050.886146809789,2531.301627044582,2/12/2024,SSC AUSNZ,ALL_MED,02_Gross_Profit_cons_standard_COGS
,7983.338720026882,3/4/2024,SSC Benelux,SBU_OPT,02_Gross_Profit_cons_standard_COGS
,3999.626861276521,3/10/2024,SSC AUSNZ,SBU_MCS,02_Gross_Profit_cons_standard_COGS
,9011.150270307782,3/16/2024,SSC AUSNZ,ALL_MED,02_Gross_Profit_cons_standard_COGS
,1658.7490371818046,3/26/2024,SSC China/HK,BU_ODX,02_Gross_Profit_cons_standard_COGS
,1018.4007165901149,3/27/2024,SSC China/HK,SBU_OPT,02_Gross_Profit_cons_standard_COGS
,3289.0298027431045,4/9/2024,SSC AUSNZ,BU_REF,02_Gross_Profit_cons_standard_COGS
,3331.7021150975543,4/16/2024,SSC Benelux,BU_REF,02_Gross_Profit_cons_standard_COGS
,596.2060536302295,5/10/2024,SSC Germany,BU_VIZ,02_Gross_Profit_cons_standard_COGS
,3726.2109235886337,5/12/2024,SSC Benelux,BU_VIZ,02_Gross_Profit_cons_standard_COGS
,5466.884221563061,5/21/2024,SSC Germany,ALL_MED,02_Gross_Profit_cons_standard_COGS
,9463.861315529219,5/28/2024,SSC AUSNZ,BU_REF,02_Gross_Profit_cons_standard_COGS
,6918.100764,5/29/2024,SSC Benelux,SBU_MCS,02_Gross_Profit_cons_standard_COGS
,4592.1720339156445,6/28/2024,SSC Benelux,BU_VIZ,02_Gross_Profit_cons_standard_COGS
,9665.343780431003,7/12/2024,SSC China/HK,BU_VIZ,02_Gross_Profit_cons_standard_COGS
,6028.738765213959,7/25/2024,SSC AUSNZ,BU_VIZ,02_Gross_Profit_cons_standard_COGS
,1676.3424293223359,7/28/2024,SSC AUSNZ,SBU_OPT,02_Gross_Profit_cons_standard_COGS
,9772.256475,8/4/2024,SSC AUSNZ,BU_VIZ,02_Gross_Profit_cons_standard_COGS
,9247.488236683606,8/12/2024,SSC Germany,BU_RAD,02_Gross_Profit_cons_standard_COGS
,7922.198970132211,8/23/2024,SSC China/HK,ALL_MED,02_Gross_Profit_cons_standard_COGS
,941.1932633282352,8/24/2024,SSC AUSNZ,SBU_MCS,02_Gross_Profit_cons_standard_COGS
,3720.413659989985,9/5/2024,SSC Germany,BU_ODX,02_Gross_Profit_cons_standard_COGS
,2383.0331595350553,10/18/2024,SSC Germany,BU_REF,02_Gross_Profit_cons_standard_COGS
,8372.369842047992,11/6/2024,SSC Benelux,SBU_MCS,02_Gross_Profit_cons_standard_COGS
,5561.663002970509,11/14/2024,SSC China/HK,SBU_MCS,02_Gross_Profit_cons_standard_COGS
,3132.5204300416945,12/18/2024,SSC Germany,BU_ODX,02_Gross_Profit_cons_standard_COGS
,545.7178738,1/12/2025,SSC Germany,SBU_MCS,02_Gross_Profit_cons_standard_COGS
,9767.819571,1/20/2025,SSC Germany,BU_REF,02_Gross_Profit_cons_standard_COGS
,1744.9822941311159,1/25/2025,SSC AUSNZ,SBU_OPT,02_Gross_Profit_cons_standard_COGS
,8073.173312555402,3/6/2025,SSC China/HK,SBU_MCS,02_Gross_Profit_cons_standard_COGS
,9148.233937275747,3/29/2025,SSC Germany,SBU_MCS,02_Gross_Profit_cons_standard_COGS
